city	region	country
Шахристан	Согдийская область	ТАДЖИКИСТАН
Янгикурган	Согдийская область	ТАДЖИКИСТАН
Бохтар	Хатлонская	ТАДЖИКИСТАН
Восе	Хатлонская	ТАДЖИКИСТАН
Кулоб	Хатлонская	ТАДЖИКИСТАН
Куляб	Хатлонская	ТАДЖИКИСТАН
Кургантюбе	Хатлонская	ТАДЖИКИСТАН
Курган-Тюбе	Хатлонская	ТАДЖИКИСТАН
Нурека	Хатлонская	ТАДЖИКИСТАН
Фархор	Хатлонская	ТАДЖИКИСТАН
Фархорский	Хатлонская	ТАДЖИКИСТАН
Хатлон	Хатлонская	ТАДЖИКИСТАН
Ховалинг	Хатлонская	ТАДЖИКИСТАН
Душанбе	Шохмансур	ТАДЖИКИСТАН
Андажан	Андижанская	УЗБЕКИСТАН
Шахрихан	Андижанская	УЗБЕКИСТАН
Бухара	Бухарская область	УЗБЕКИСТАН
Караганда	Казахстан	УЗБЕКИСТАН
Хисорак	Кашкадарьинская	УЗБЕКИСТАН
Зарафшан	Навоийская область	УЗБЕКИСТАН
Навои	Навоийская область	УЗБЕКИСТАН
Учкурган	Наманганская область	УЗБЕКИСТАН
Самарканд	Самаркандская область	УЗБЕКИСТАН
Денау	Сурхандарьинская	УЗБЕКИСТАН
Ташкент	Ташкентская	УЗБЕКИСТАН
Учкурган	Учкурганская	УЗБЕКИСТАН
Аулы	Днепропетровская область	Украина
Днепропетровск	Днепропетровская область	Украина
Донецк	Донецкая область	Украина
Краматорск	Донецкая область	Украина
Макеевка	Донецкая область	Украина
Ольховый	Луганская область	Украина
Николаев	Николаевская	Украина
Симферополь	Республика Крым	Украина
Конотоп	Сумская	Украина
Трез Риос	Рио-де-Жанейро	Федеративная Республика Бразилия
Берлин	Федеративная Республика Германия	Федеративная Республика Германия
